step,action
0,3
1,2
2,1
3,2
4,0
5,2
6,2
7,2
8,4
9,2
10,3
11,1
12,0
13,2
14,0
15,0
16,2
17,2
18,2
19,0
20,1
21,2
22,2
23,2
24,2
25,0
26,4
27,2
28,2
29,2
30,3
31,2
32,2
33,2
34,2
35,2
36,1
37,2
38,2
39,2
40,1
41,0
42,4
43,4
44,2
45,0
46,2
47,2
48,3
49,2
